path,basename,validation,font_name,font_family,font_full_name,font_postscript_name
/System/Library/Fonts/Supplemental/NotoSansMandaic-Regular.ttf,NotoSansMandaic-Regular.ttf,Valid,Noto Sans Mandaic Regular,Noto Sans Mandaic,Noto Sans Mandaic Regular,NotoSansMandaic-Regular
/System/Library/Fonts/Supplemental/NotoSansManichaean-Regular.ttf,NotoSansManichaean-Regular.ttf,Valid,Noto Sans Manichaean Regular,Noto Sans Manichaean,Noto Sans Manichaean Regular,NotoSansManichaean-Regular
/System/Library/Fonts/Supplemental/NotoSansMarchen-Regular.ttf,NotoSansMarchen-Regular.ttf,Valid,Noto Sans Marchen Regular,Noto Sans Marchen,Noto Sans Marchen Regular,NotoSansMarchen-Regular
/System/Library/Fonts/Supplemental/NotoSansMasaramGondi-Regular.otf,NotoSansMasaramGondi-Regular.otf,Valid,Noto Sans Masaram Gondi Regular,Noto Sans Masaram Gondi,Noto Sans Masaram Gondi Regular,NotoSansMasaramGondi-Regular
/System/Library/Fonts/Supplemental/NotoSansMeeteiMayek-Regular.ttf,NotoSansMeeteiMayek-Regular.ttf,Valid,Noto Sans Meetei Mayek Regular,Noto Sans MeeteiMayek,Noto Sans Meetei Mayek Regular,NotoSansMeeteiMayek-Regular
/System/Library/Fonts/Supplemental/NotoSansMendeKikakui-Regular.ttf,NotoSansMendeKikakui-Regular.ttf,Valid,Noto Sans Mende Kikakui Regular,Noto Sans Mende Kikakui,Noto Sans Mende Kikakui Regular,NotoSansMendeKikakui-Regular
/System/Library/Fonts/Supplemental/NotoSansMeroitic-Regular.ttf,NotoSansMeroitic-Regular.ttf,Valid,Noto Sans Meroitic Regular,Noto Sans Meroitic,Noto Sans Meroitic Regular,NotoSansMeroitic-Regular
/System/Library/Fonts/Supplemental/NotoSansMiao-Regular.ttf,NotoSansMiao-Regular.ttf,Valid,Noto Sans Miao Regular,Noto Sans Miao,Noto Sans Miao Regular,NotoSansMiao-Regular
/System/Library/Fonts/Supplemental/NotoSansModi-Regular.ttf,NotoSansModi-Regular.ttf,Valid,Noto Sans Modi Regular,Noto Sans Modi,Noto Sans Modi Regular,NotoSansModi-Regular
/System/Library/Fonts/Supplemental/NotoSansMongolian-Regular.ttf,NotoSansMongolian-Regular.ttf,Valid,Noto Sans Mongolian Regular,Noto Sans Mongolian,Noto Sans Mongolian Regular,NotoSansMongolian-Regular
/System/Library/Fonts/Supplemental/NotoSansMro-Regular.ttf,NotoSansMro-Regular.ttf,Valid,Noto Sans Mro Regular,Noto Sans Mro,Noto Sans Mro Regular,NotoSansMro-Regular
/System/Library/Fonts/Supplemental/NotoSansMultani-Regular.ttf,NotoSansMultani-Regular.ttf,Valid,Noto Sans Multani Regular,Noto Sans Multani,Noto Sans Multani Regular,NotoSansMultani-Regular
/System/Library/Fonts/NotoSansMyanmar.ttc,NotoSansMyanmar.ttc,Valid,Noto Sans Myanmar Black,Noto Sans Myanmar Blk,Noto Sans Myanmar Black,NotoSansMyanmar-Black
/System/Library/Fonts/Supplemental/NotoSansNKo-Regular.ttf,NotoSansNKo-Regular.ttf,Valid,Noto Sans NKo Regular,Noto Sans NKo,Noto Sans NKo Regular,NotoSansNKo-Regular
/System/Library/Fonts/Supplemental/NotoSansNabataean-Regular.ttf,NotoSansNabataean-Regular.ttf,Valid,Noto Sans Nabataean Regular,Noto Sans Nabataean,Noto Sans Nabataean Regular,NotoSansNabataean-Regular
/System/Library/Fonts/Supplemental/NotoSansNagMundari-Regular.ttf,NotoSansNagMundari-Regular.ttf,Valid,Noto Sans Nag Mundari Regular,Noto Sans Nag Mundari,Noto Sans Nag Mundari Regular,NotoSansNagMundari-Regular
/System/Library/Fonts/Supplemental/NotoSansNewTaiLue-Regular.ttf,NotoSansNewTaiLue-Regular.ttf,Valid,Noto Sans New Tai Lue Regular,Noto Sans NewTaiLue,Noto Sans New Tai Lue Regular,NotoSansNewTaiLue-Regular
/System/Library/Fonts/Supplemental/NotoSansNewa-Regular.ttf,NotoSansNewa-Regular.ttf,Valid,Noto Sans Newa Regular,Noto Sans Newa,Noto Sans Newa Regular,NotoSansNewa-Regular
/System/Library/Fonts/Supplemental/NotoSansOlChiki-Regular.ttf,NotoSansOlChiki-Regular.ttf,Valid,Noto Sans Ol Chiki Regular,Noto Sans Ol Chiki,Noto Sans Ol Chiki Regular,NotoSansOlChiki-Regular
/System/Library/Fonts/Supplemental/NotoSansOldHungarian-Regular.ttf,NotoSansOldHungarian-Regular.ttf,Valid,Noto Sans Old Hungarian Regular,Noto Sans OldHung,Noto Sans Old Hungarian Regular,NotoSansOldHungarian-Regular
/System/Library/Fonts/Supplemental/NotoSansOldItalic-Regular.ttf,NotoSansOldItalic-Regular.ttf,Valid,Noto Sans Old Italic Regular,Noto Sans Old Italic,Noto Sans Old Italic Regular,NotoSansOldItalic-Regular
/System/Library/Fonts/Supplemental/NotoSansOldNorthArabian-Regular.ttf,NotoSansOldNorthArabian-Regular.ttf,Valid,Noto Sans Old North Arabian Regular,Noto Sans OldNorArab,Noto Sans Old North Arabian Regular,NotoSansOldNorthArabian-Regular
/System/Library/Fonts/Supplemental/NotoSansOldPermic-Regular.ttf,NotoSansOldPermic-Regular.ttf,Valid,Noto Sans Old Permic Regular,Noto Sans Old Permic,Noto Sans Old Permic Regular,NotoSansOldPermic-Regular
/System/Library/Fonts/Supplemental/NotoSansOldPersian-Regular.ttf,NotoSansOldPersian-Regular.ttf,Valid,Noto Sans Old Persian Regular,Noto Sans OldPersian,Noto Sans Old Persian Regular,NotoSansOldPersian-Regular
/System/Library/Fonts/Supplemental/NotoSansOldSouthArabian-Regular.ttf,NotoSansOldSouthArabian-Regular.ttf,Valid,Noto Sans Old South Arabian Regular,Noto Sans OldSouArab,Noto Sans Old South Arabian Regular,NotoSansOldSouthArabian-Regular
/System/Library/Fonts/Supplemental/NotoSansOldTurkic-Regular.ttf,NotoSansOldTurkic-Regular.ttf,Valid,Noto Sans Old Turkic Regular,Noto Sans Old Turkic,Noto Sans Old Turkic Regular,NotoSansOldTurkic-Regular
/System/Library/Fonts/NotoSansOriya.ttc,NotoSansOriya.ttc,Valid,Noto Sans Oriya,Noto Sans Oriya,Noto Sans Oriya,NotoSansOriya
/System/Library/Fonts/Supplemental/NotoSansOsage-Regular.ttf,NotoSansOsage-Regular.ttf,Valid,Noto Sans Osage Regular,Noto Sans Osage,Noto Sans Osage Regular,NotoSansOsage-Regular
/System/Library/Fonts/Supplemental/NotoSansOsmanya-Regular.ttf,NotoSansOsmanya-Regular.ttf,Valid,Noto Sans Osmanya Regular,Noto Sans Osmanya,Noto Sans Osmanya Regular,NotoSansOsmanya-Regular
/System/Library/Fonts/Supplemental/NotoSansPahawhHmong-Regular.ttf,NotoSansPahawhHmong-Regular.ttf,Valid,Noto Sans Pahawh Hmong Regular,Noto Sans Pahawh Hmong,Noto Sans Pahawh Hmong Regular,NotoSansPahawhHmong-Regular
/System/Library/Fonts/Supplemental/NotoSansPalmyrene-Regular.ttf,NotoSansPalmyrene-Regular.ttf,Valid,Noto Sans Palmyrene Regular,Noto Sans Palmyrene,Noto Sans Palmyrene Regular,NotoSansPalmyrene-Regular
/System/Library/Fonts/Supplemental/NotoSansPauCinHau-Regular.ttf,NotoSansPauCinHau-Regular.ttf,Valid,Noto Sans Pau Cin Hau Regular,Noto Sans PauCinHau,Noto Sans Pau Cin Hau Regular,NotoSansPauCinHau-Regular
/System/Library/Fonts/Supplemental/NotoSansPhagsPa-Regular.ttf,NotoSansPhagsPa-Regular.ttf,Valid,Noto Sans PhagsPa Regular,Noto Sans PhagsPa,Noto Sans PhagsPa Regular,NotoSansPhagsPa-Regular
/System/Library/Fonts/Supplemental/NotoSansPhoenician-Regular.ttf,NotoSansPhoenician-Regular.ttf,Valid,Noto Sans Phoenician Regular,Noto Sans Phoenician,Noto Sans Phoenician Regular,NotoSansPhoenician-Regular
/System/Library/Fonts/Supplemental/NotoSansPsalterPahlavi-Regular.ttf,NotoSansPsalterPahlavi-Regular.ttf,Valid,Noto Sans Psalter Pahlavi Regular,Noto Sans PsaPahlavi,Noto Sans Psalter Pahlavi Regular,NotoSansPsalterPahlavi-Regular
/System/Library/Fonts/Supplemental/NotoSansRejang-Regular.ttf,NotoSansRejang-Regular.ttf,Valid,Noto Sans Rejang Regular,Noto Sans Rejang,Noto Sans Rejang Regular,NotoSansRejang-Regular
/System/Library/Fonts/Supplemental/NotoSansSamaritan-Regular.ttf,NotoSansSamaritan-Regular.ttf,Valid,Noto Sans Samaritan Regular,Noto Sans Samaritan,Noto Sans Samaritan Regular,NotoSansSamaritan-Regular
/System/Library/Fonts/Supplemental/NotoSansSaurashtra-Regular.ttf,NotoSansSaurashtra-Regular.ttf,Valid,Noto Sans Saurashtra Regular,Noto Sans Saurashtra,Noto Sans Saurashtra Regular,NotoSansSaurashtra-Regular
/System/Library/Fonts/Supplemental/NotoSansSharada-Regular.ttf,NotoSansSharada-Regular.ttf,Valid,Noto Sans Sharada Regular,Noto Sans Sharada,Noto Sans Sharada Regular,NotoSansSharada-Regular
/System/Library/Fonts/Supplemental/NotoSansSiddham-Regular.otf,NotoSansSiddham-Regular.otf,Valid,Noto Sans Siddham Regular,Noto Sans Siddham,Noto Sans Siddham Regular,NotoSansSiddham-Regular
/System/Library/Fonts/Supplemental/NotoSansSoraSompeng-Regular.ttf,NotoSansSoraSompeng-Regular.ttf,Valid,Noto Sans Sora Sompeng Regular,Noto Sans SoraSomp,Noto Sans Sora Sompeng Regular,NotoSansSoraSompeng-Regular
/System/Library/Fonts/Supplemental/NotoSansSundanese-Regular.ttf,NotoSansSundanese-Regular.ttf,Valid,Noto Sans Sundanese Regular,Noto Sans Sundanese,Noto Sans Sundanese Regular,NotoSansSundanese-Regular
/System/Library/Fonts/Supplemental/NotoSansSylotiNagri-Regular.ttf,NotoSansSylotiNagri-Regular.ttf,Valid,Noto Sans Syloti Nagri Regular,Noto Sans Syloti Nagri,Noto Sans Syloti Nagri Regular,NotoSansSylotiNagri-Regular
/System/Library/Fonts/Supplemental/NotoSansSyriac-Regular.ttf,NotoSansSyriac-Regular.ttf,Valid,Noto Sans Syriac Regular,Noto Sans Syriac,Noto Sans Syriac Regular,NotoSansSyriac-Regular
/System/Library/Fonts/Supplemental/NotoSansTagalog-Regular.ttf,NotoSansTagalog-Regular.ttf,Valid,Noto Sans Tagalog Regular,Noto Sans Tagalog,Noto Sans Tagalog Regular,NotoSansTagalog-Regular
/System/Library/Fonts/Supplemental/NotoSansTagbanwa-Regular.ttf,NotoSansTagbanwa-Regular.ttf,Valid,Noto Sans Tagbanwa Regular,Noto Sans Tagbanwa,Noto Sans Tagbanwa Regular,NotoSansTagbanwa-Regular
/System/Library/Fonts/Supplemental/NotoSansTaiLe-Regular.ttf,NotoSansTaiLe-Regular.ttf,Valid,Noto Sans Tai Le Regular,Noto Sans Tai Le,Noto Sans Tai Le Regular,NotoSansTaiLe-Regular
/System/Library/Fonts/Supplemental/NotoSansTaiTham-Regular.ttf,NotoSansTaiTham-Regular.ttf,Valid,Noto Sans Tai Tham,Noto Sans Tai Tham,Noto Sans Tai Tham,NotoSansTaiTham
/System/Library/Fonts/Supplemental/NotoSansTaiViet-Regular.ttf,NotoSansTaiViet-Regular.ttf,Valid,Noto Sans Tai Viet Regular,Noto Sans Tai Viet,Noto Sans Tai Viet Regular,NotoSansTaiViet-Regular
/System/Library/Fonts/Supplemental/NotoSansTakri-Regular.ttf,NotoSansTakri-Regular.ttf,Valid,Noto Sans Takri Regular,Noto Sans Takri,Noto Sans Takri Regular,NotoSansTakri-Regular
/System/Library/Fonts/Supplemental/NotoSansThaana-Regular.ttf,NotoSansThaana-Regular.ttf,Valid,Noto Sans Thaana Regular,Noto Sans Thaana,Noto Sans Thaana Regular,NotoSansThaana-Regular
/System/Library/Fonts/Supplemental/NotoSansTifinagh-Regular.otf,NotoSansTifinagh-Regular.otf,Valid,Noto Sans Tifinagh Regular,Noto Sans Tifinagh,Noto Sans Tifinagh Regular,NotoSansTifinagh-Regular
/System/Library/Fonts/Supplemental/NotoSansTirhuta-Regular.ttf,NotoSansTirhuta-Regular.ttf,Valid,Noto Sans Tirhuta Regular,Noto Sans Tirhuta,Noto Sans Tirhuta Regular,NotoSansTirhuta-Regular
/System/Library/Fonts/Supplemental/NotoSansUgaritic-Regular.ttf,NotoSansUgaritic-Regular.ttf,Valid,Noto Sans Ugaritic Regular,Noto Sans Ugaritic,Noto Sans Ugaritic Regular,NotoSansUgaritic-Regular
/System/Library/Fonts/Supplemental/NotoSansVai-Regular.ttf,NotoSansVai-Regular.ttf,Valid,Noto Sans Vai Regular,Noto Sans Vai,Noto Sans Vai Regular,NotoSansVai-Regular
/System/Library/Fonts/Supplemental/NotoSansWancho-Regular.ttf,NotoSansWancho-Regular.ttf,Valid,Noto Sans Wancho Regular,Noto Sans Wancho,Noto Sans Wancho Regular,NotoSansWancho-Regular
/System/Library/Fonts/Supplemental/NotoSansWarangCiti-Regular.ttf,NotoSansWarangCiti-Regular.ttf,Valid,Noto Sans Warang Citi Regular,Noto Sans WarangCiti,Noto Sans Warang Citi Regular,NotoSansWarangCiti-Regular
/System/Library/Fonts/Supplemental/NotoSansYi-Regular.ttf,NotoSansYi-Regular.ttf,Valid,Noto Sans Yi Regular,Noto Sans Yi,Noto Sans Yi Regular,NotoSansYi-Regular
/System/Library/Fonts/Supplemental/NotoSerifAhom-Regular.ttf,NotoSerifAhom-Regular.ttf,Valid,Noto Serif Ahom Regular,Noto Serif Ahom,Noto Serif Ahom Regular,NotoSerifAhom-Regular
/System/Library/Fonts/Supplemental/NotoSerifBalinese-Regular.ttf,NotoSerifBalinese-Regular.ttf,Valid,Noto Serif Balinese Regular,Noto Serif Balinese,Noto Serif Balinese Regular,NotoSerifBalinese-Regular
/System/Library/Fonts/Supplemental/NotoSerifNyiakengPuachueHmong-Regular.ttf,NotoSerifNyiakengPuachueHmong-Regular.ttf,Valid,Noto Serif Hmong Nyiakeng Regular,Noto Serif Hmong Nyiakeng,Noto Serif Hmong Nyiakeng Regular,NotoSerifHmongNyiakeng-Regular
/Users/xiangyucheng/Library/Fonts/NotoSerifJP-VariableFont_wght.ttf,NotoSerifJP-VariableFont_wght.ttf,Valid,Noto Serif JP ExtraLight,Noto Serif JP ExtraLight,Noto Serif JP ExtraLight,NotoSerifJP-ExtraLight
/System/Library/Fonts/NotoSerifMyanmar.ttc,NotoSerifMyanmar.ttc,Valid,Noto Serif Myanmar Black,Noto Serif Myanmar Blk,Noto Serif Myanmar Black,NotoSerifMyanmar-Black
/System/Library/Fonts/Supplemental/NotoSerifYezidi-Regular.otf,NotoSerifYezidi-Regular.otf,Valid,Noto Serif Yezidi Regular,Noto Serif Yezidi,Noto Serif Yezidi Regular,NotoSerifYezidi-Regular
/System/Library/Fonts/Optima.ttc,Optima.ttc,Valid,Optima Regular,Optima,Optima Regular,Optima-Regular
/System/Library/Fonts/Supplemental/Oriya MN.ttc,Oriya MN.ttc,Valid,Oriya MN,Oriya MN,Oriya MN,OriyaMN
/System/Library/Fonts/Supplemental/Oriya Sangam MN.ttc,Oriya Sangam MN.ttc,Valid,Oriya Sangam MN,Oriya Sangam MN,Oriya Sangam MN,OriyaSangamMN
/System/Library/AssetsV2/com_apple_MobileAsset_Font8/0b5bb0a7f7e82279e049e3c943133f4b186ff8a2.asset/AssetData/Osaka.ttf,Osaka.ttf,Valid,Osaka,Osaka,Osaka,Osaka
/System/Library/AssetsV2/com_apple_MobileAsset_Font8/37b7a41df590ab4ef2d6826c6ec7c69f0fd7379f.asset/AssetData/OsakaMono.ttf,OsakaMono.ttf,Valid,Osaka-Mono,Osaka,Osaka-Mono,Osaka-Mono
/System/Library/AssetsV2/com_apple_MobileAsset_Font8/833e6cdde7e9b6be27aeb4bb26a2d25f93a6b1f7.asset/AssetData/PCmyoungjo.ttf,PCmyoungjo.ttf,Valid,PCMyungjo Regular,PCMyungjo,PCMyungjo Regular,JCsmPC
/System/Library/Fonts/Supplemental/PTMono.ttc,PTMono.ttc,Valid,PT Mono Bold,PT Mono,PT Mono Bold,PTMono-Bold
/System/Library/Fonts/Supplemental/PTSans.ttc,PTSans.ttc,Valid,PT Sans,PT Sans,PT Sans,PTSans-Regular
/System/Library/Fonts/Supplemental/PTSerif.ttc,PTSerif.ttc,Valid,PT Serif,PT Serif,PT Serif,PTSerif-Regular
/System/Library/Fonts/Supplemental/PTSerifCaption.ttc,PTSerifCaption.ttc,Valid,PT Serif Caption,PT Serif Caption,PT Serif Caption,PTSerif-Caption
/Users/xiangyucheng/Library/Fonts/FOT-PalRamuneStd-B.OTF,FOT-PalRamuneStd-B.OTF,Valid,PalRamuneStd-B,FOT-PalRamune Std B,PalRamuneStd-B,PalRamuneStd-B
/System/Library/Fonts/Palatino.ttc,Palatino.ttc,Valid,Palatino,Palatino,Palatino,Palatino-Roman
/Users/xiangyucheng/Library/Fonts/庞门正道标题体2.0增强版.ttf,庞门正道标题体2.0增强版.ttf,Valid,PangMenZhengDao,PangMenZhengDao,PangMenZhengDao,PangMenZhengDao
/System/Library/Fonts/Supplemental/Papyrus.ttc,Papyrus.ttc,Valid,Papyrus Condensed,Papyrus,Papyrus Condensed,Papyrus-Condensed
/System/Library/Fonts/Supplemental/PartyLET-plain.ttf,PartyLET-plain.ttf,Valid,Party LET Plain,Party LET,Party LET Plain,PartyLetPlain
/System/Library/Fonts/Supplemental/Phosphate.ttc,Phosphate.ttc,Valid,Phosphate Inline,Phosphate,Phosphate Inline,Phosphate-Inline
/System/Library/AssetsV2/com_apple_MobileAsset_Font8/9ea5dc040323daeddd09ec48cfe7c73fc3144368.asset/AssetData/Pilgiche.ttf,Pilgiche.ttf,Valid,PilGi Regular,PilGi,PilGi Regular,JCfg
/System/Library/AssetsV2/com_apple_MobileAsset_Font8/86ba2c91f017a3749571a82f2c6d890ac7ffb2fb.asset/AssetData/PingFang.ttc,PingFang.ttc,Valid,PingFang HK Regular,PingFang HK,PingFang HK Regular,PingFangHK-Regular
/System/Library/Fonts/Supplemental/PlantagenetCherokee.ttf,PlantagenetCherokee.ttf,Valid,Plantagenet Cherokee,Plantagenet Cherokee,Plantagenet Cherokee,PlantagenetCherokee
/Users/xiangyucheng/Library/Fonts/PottaOne-Regular.ttf,PottaOne-Regular.ttf,Valid,Potta One Regular,Potta One,Potta One Regular,PottaOne-Regular
/System/Library/Fonts/Supplemental/Raanana.ttc,Raanana.ttc,Valid,Raanana,Raanana,Raanana,Raanana
/Users/xiangyucheng/Library/Fonts/精选日文创意字体（设计字体）FOT-RocknRollStd_爱给网_aigei_com.otf,精选日文创意字体（设计字体）FOT-RocknRollStd_爱给网_aigei_com.otf,Valid,RocknRollStd-DB,FOT-RocknRoll Std DB,RocknRollStd-DB,RocknRollStd-DB
/System/Library/Fonts/Supplemental/Rockwell.ttc,Rockwell.ttc,Valid,Rockwell,Rockwell,Rockwell,Rockwell-Regular
/Users/xiangyucheng/Library/Fonts/FOT-RodinCamille Pro EB.otf,FOT-RodinCamille Pro EB.otf,Valid,RodinCamillePro-EB,FOT-RodinCamille Pro EB,RodinCamillePro-EB,RodinCamillePro-EB
/Users/xiangyucheng/Library/Fonts/FOT-RodinWanpakuPro-EB.otf,FOT-RodinWanpakuPro-EB.otf,Valid,RodinWanpakuPro-EB,FOT-RodinWanpaku Pro EB,RodinWanpakuPro-EB,RodinWanpakuPro-EB
/Users/xiangyucheng/Library/Fonts/SanJiChaoCuJiHeiJianTi-2.ttf,SanJiChaoCuJiHeiJianTi-2.ttf,Valid,SJchaocujihei Regular,SJchaocujihei,SJchaocujihei Regular,SJchaocujihei-Regular
/Users/xiangyucheng/Library/Fonts/ShangShouFangTangTi-2.ttf,ShangShouFangTangTi-2.ttf,Valid,SSFangTangTi,SSFangTangTi,SSFangTangTi,SSFangTangTi
/System/Library/AssetsV2/com_apple_MobileAsset_Font8/1b6b2f148cdf17dd0d788706c83c61ca1998c3a6.asset/AssetData/STFANGSO.ttf,STFANGSO.ttf,Valid,STFangsong,STFangsong,STFangsong,STFangsong
/System/Library/AssetsV2/com_apple_MobileAsset_Font8/53fe5be564086fefc7523ccd0a31200acf92e0e5.asset/AssetData/STHEITI.ttf,STHEITI.ttf,Valid,STHeiti,STHeiti,STHeiti,STHeiti
/System/Library/Fonts/Supplemental/STIXTwoMath.otf,STIXTwoMath.otf,Valid,STIX Two Math Regular,STIX Two Math,STIX Two Math Regular,STIXTwoMath-Regular
/System/Library/Fonts/Supplemental/STIXTwoText.ttf,STIXTwoText.ttf,Valid,STIX Two Text,STIX Two Text,STIX Two Text,STIXTwoText
/System/Library/Fonts/Supplemental/STIXTwoText-Italic.ttf,STIXTwoText-Italic.ttf,Valid,STIX Two Text Italic,STIX Two Text,STIX Two Text Italic,STIXTwoText-Italic
/System/Library/Fonts/Supplemental/STIXGeneralBol.otf,STIXGeneralBol.otf,Valid,STIXGeneral-Bold,STIXGeneral,STIXGeneral-Bold,STIXGeneral-Bold
/System/Library/Fonts/Supplemental/STIXGeneralBolIta.otf,STIXGeneralBolIta.otf,Valid,STIXGeneral-BoldItalic,STIXGeneral,STIXGeneral-BoldItalic,STIXGeneral-BoldItalic
/System/Library/Fonts/Supplemental/STIXGeneralItalic.otf,STIXGeneralItalic.otf,Valid,STIXGeneral-Italic,STIXGeneral,STIXGeneral-Italic,STIXGeneral-Italic
/System/Library/Fonts/Supplemental/STIXGeneral.otf,STIXGeneral.otf,Valid,STIXGeneral-Regular,STIXGeneral,STIXGeneral-Regular,STIXGeneral-Regular
/System/Library/Fonts/Supplemental/STIXIntDBol.otf,STIXIntDBol.otf,Valid,STIXIntegralsD-Bold,STIXIntegralsD,STIXIntegralsD-Bold,STIXIntegralsD-Bold
/System/Library/Fonts/Supplemental/STIXIntDReg.otf,STIXIntDReg.otf,Valid,STIXIntegralsD-Regular,STIXIntegralsD,STIXIntegralsD-Regular,STIXIntegralsD-Regular
/System/Library/Fonts/Supplemental/STIXIntSmBol.otf,STIXIntSmBol.otf,Valid,STIXIntegralsSm-Bold,STIXIntegralsSm,STIXIntegralsSm-Bold,STIXIntegralsSm-Bold
/System/Library/Fonts/Supplemental/STIXIntSmReg.otf,STIXIntSmReg.otf,Valid,STIXIntegralsSm-Regular,STIXIntegralsSm,STIXIntegralsSm-Regular,STIXIntegralsSm-Regular
/System/Library/Fonts/Supplemental/STIXIntUpBol.otf,STIXIntUpBol.otf,Valid,STIXIntegralsUp-Bold,STIXIntegralsUp,STIXIntegralsUp-Bold,STIXIntegralsUp-Bold
/System/Library/Fonts/Supplemental/STIXIntUpReg.otf,STIXIntUpReg.otf,Valid,STIXIntegralsUp-Regular,STIXIntegralsUp,STIXIntegralsUp-Regular,STIXIntegralsUp-Regular
/System/Library/Fonts/Supplemental/STIXIntUpDBol.otf,STIXIntUpDBol.otf,Valid,STIXIntegralsUpD-Bold,STIXIntegralsUpD,STIXIntegralsUpD-Bold,STIXIntegralsUpD-Bold
/System/Library/Fonts/Supplemental/STIXIntUpDReg.otf,STIXIntUpDReg.otf,Valid,STIXIntegralsUpD-Regular,STIXIntegralsUpD,STIXIntegralsUpD-Regular,STIXIntegralsUpD-Regular
/System/Library/Fonts/Supplemental/STIXIntUpSmBol.otf,STIXIntUpSmBol.otf,Valid,STIXIntegralsUpSm-Bold,STIXIntegralsUpSm,STIXIntegralsUpSm-Bold,STIXIntegralsUpSm-Bold
/System/Library/Fonts/Supplemental/STIXIntUpSmReg.otf,STIXIntUpSmReg.otf,Valid,STIXIntegralsUpSm-Regular,STIXIntegralsUpSm,STIXIntegralsUpSm-Regular,STIXIntegralsUpSm-Regular
/System/Library/Fonts/Supplemental/STIXNonUniBol.otf,STIXNonUniBol.otf,Valid,STIXNonUnicode-Bold,STIXNonUnicode,STIXNonUnicode-Bold,STIXNonUnicode-Bold
/System/Library/Fonts/Supplemental/STIXNonUniBolIta.otf,STIXNonUniBolIta.otf,Valid,STIXNonUnicode-BoldItalic,STIXNonUnicode,STIXNonUnicode-BoldItalic,STIXNonUnicode-BoldItalic
/System/Library/Fonts/Supplemental/STIXNonUniIta.otf,STIXNonUniIta.otf,Valid,STIXNonUnicode-Italic,STIXNonUnicode,STIXNonUnicode-Italic,STIXNonUnicode-Italic
/System/Library/Fonts/Supplemental/STIXNonUni.otf,STIXNonUni.otf,Valid,STIXNonUnicode-Regular,STIXNonUnicode,STIXNonUnicode-Regular,STIXNonUnicode-Regular
/System/Library/Fonts/Supplemental/STIXSizFiveSymReg.otf,STIXSizFiveSymReg.otf,Valid,STIXSizeFiveSym-Regular,STIXSizeFiveSym,STIXSizeFiveSym-Regular,STIXSizeFiveSym-Regular
/System/Library/Fonts/Supplemental/STIXSizFourSymBol.otf,STIXSizFourSymBol.otf,Valid,STIXSizeFourSym-Bold,STIXSizeFourSym,STIXSizeFourSym-Bold,STIXSizeFourSym-Bold
/System/Library/Fonts/Supplemental/STIXSizFourSymReg.otf,STIXSizFourSymReg.otf,Valid,STIXSizeFourSym-Regular,STIXSizeFourSym,STIXSizeFourSym-Regular,STIXSizeFourSym-Regular
/System/Library/Fonts/Supplemental/STIXSizOneSymBol.otf,STIXSizOneSymBol.otf,Valid,STIXSizeOneSym-Bold,STIXSizeOneSym,STIXSizeOneSym-Bold,STIXSizeOneSym-Bold
/System/Library/Fonts/Supplemental/STIXSizOneSymReg.otf,STIXSizOneSymReg.otf,Valid,STIXSizeOneSym-Regular,STIXSizeOneSym,STIXSizeOneSym-Regular,STIXSizeOneSym-Regular
/System/Library/Fonts/Supplemental/STIXSizThreeSymBol.otf,STIXSizThreeSymBol.otf,Valid,STIXSizeThreeSym-Bold,STIXSizeThreeSym,STIXSizeThreeSym-Bold,STIXSizeThreeSym-Bold
/System/Library/Fonts/Supplemental/STIXSizThreeSymReg.otf,STIXSizThreeSymReg.otf,Valid,STIXSizeThreeSym-Regular,STIXSizeThreeSym,STIXSizeThreeSym-Regular,STIXSizeThreeSym-Regular
/System/Library/Fonts/Supplemental/STIXSizTwoSymBol.otf,STIXSizTwoSymBol.otf,Valid,STIXSizeTwoSym-Bold,STIXSizeTwoSym,STIXSizeTwoSym-Bold,STIXSizeTwoSym-Bold
/System/Library/Fonts/Supplemental/STIXSizTwoSymReg.otf,STIXSizTwoSymReg.otf,Valid,STIXSizeTwoSym-Regular,STIXSizeTwoSym,STIXSizeTwoSym-Regular,STIXSizeTwoSym-Regular
/System/Library/Fonts/Supplemental/STIXVarBol.otf,STIXVarBol.otf,Valid,STIXVariants-Bold,STIXVariants,STIXVariants-Bold,STIXVariants-Bold
/System/Library/Fonts/Supplemental/STIXVar.otf,STIXVar.otf,Valid,STIXVariants-Regular,STIXVariants,STIXVariants-Regular,STIXVariants-Regular
/System/Library/AssetsV2/com_apple_MobileAsset_Font8/10e7a462a671950b802274fad767b566ff8457d1.asset/AssetData/STXIHEI.ttf,STXIHEI.ttf,Valid,STXihei,STHeiti,STXihei,STXihei
/System/Library/Fonts/Supplemental/Sana.ttc,Sana.ttc,Valid,Sana Regular,Sana,Sana Regular,Sana
/System/Library/Fonts/Supplemental/Sathu.ttf,Sathu.ttf,Valid,Sathu,Sathu,Sathu,Sathu
/System/Library/Fonts/Supplemental/Savoye LET.ttc,Savoye LET.ttc,Valid,Savoye LET Plain:1.0,Savoye LET,Savoye LET Plain:1.0,SavoyeLetPlain
/System/Library/Fonts/Supplemental/Seravek.ttc,Seravek.ttc,Valid,Seravek,Seravek,Seravek,Seravek
/System/Library/Fonts/Supplemental/Shree714.ttc,Shree714.ttc,Valid,Shree Devanagari 714,Shree Devanagari 714,Shree Devanagari 714,ShreeDev0714
